Kód obce,Názov obce,Počet zapísaných voličov,Počet zúčastnených voličov,Účasť voličov v %
525812,Kameňany,597,132,22.11
525821,Kečovo,274,116,42.33
525839,Kobeliarovo,309,123,39.8
525847,Koceľovce,174,85,48.85
525855,Kováčová,76,49,64.47
525863,Krásnohorská Dlhá Lúka,569,264,46.39
525871,Krásnohorské Podhradie,2026,531,26.2
525898,Kunova Teplica,556,110,19.78
525901,Licince,534,139,26.02
525910,Lipovník,422,196,46.44
525928,Lubeník,1014,306,30.17
525936,Lúčka,157,56,35.66
525944,Magnezitovce,360,132,36.66
525952,Markuška,119,54,45.37
525961,Meliata,151,61,40.39
525987,Muráň,924,367,39.71
525995,Muránska Dlhá Lúka,695,297,42.73
526002,Muránska Huta,206,128,62.13
526011,Muránska Lehota,161,88,54.65
526029,Muránska Zdychava,184,82,44.56
526037,Nandraž,173,48,27.74
526045,Nižná Slaná,922,309,33.51
526053,Ochtiná,420,119,28.33
526061,Pača,457,278,60.83
526070,Pašková,244,36,14.75
526088,Petrovo,77,37,48.05
526096,Plešivec,1791,566,31.6
526100,Prihradzany,63,35,55.55
526118,Rákoš,319,111,34.79
526126,Rakovnica,498,264,53.01
526134,Rejdová,523,204,39
526142,Revúca,9056,3847,42.48
526151,Revúcka Lehota,246,164,66.66
526177,Rochovce,269,103,38.28
526185,Roštár,432,86,19.9
526193,Rozložná,149,50,33.55
526207,Rožňavské Bystré,471,247,52.44
526215,Rudná,594,295,49.66
526223,Silica,432,134,31.01
526231,Silická Brezová,122,79,64.75
526240,Silická Jablonica,155,84,54.19
526258,Sirk,881,235,26.67
526266,Slavec,378,143,37.83
526274,Slavoška,80,35,43.75
526282,Slavošovce,1375,434,31.56
526291,Stratená,100,77,77
526304,Šivetice,260,79,30.38
526312,Štítnik,1191,472,39.63
526321,Turčok,204,62,30.39
526339,Vlachovo,663,413,62.29
526347,Vyšná Slaná,403,212,52.6
526355,Spišská Nová Ves,27734,14211,51.24
526363,Arnutovce,552,164,29.71
526371,Baldovce,127,85,66.92
526380,Beharovce,148,100,67.56
526398,Betlanovce,570,204,35.78
526401,Bijacovce,676,328,48.52
526410,Brutovce,132,74,56.06
526428,Buglovce,214,125,58.41
526436,Bystrany,2384,395,16.56
526444,Danišovce,451,292,64.74
526452,Dlhé Stráže,434,209,48.15
526461,Doľany,451,152,33.7
526479,Domaňovce,715,383,53.56
526487,Dravce,642,265,41.27
526495,Dúbrava,265,159,60
526509,Gelnica,4712,2249,47.72
526517,Granč - Petrovce,507,299,58.97
526525,Harakovce,47,31,65.95
526533,Harichovce,1483,805,54.28
526541,Helcmanovce,1022,434,42.46
526550,Henclová,101,71,70.29
526568,Hincovce,206,114,55.33
526576,Hnilčík,468,223,47.64
526584,Hnilec,359,154,42.89
526592,Hrabušice,1858,606,32.61
526606,Vyšné Repaše,78,50,64.1
526614,Vyšný Slavkov,233,153,65.66
526631,Závadka,437,169,38.67
526649,Žakarovce,511,268,52.44
526657,Žehra,1534,279,18.18
526665,Stará Ľubovňa,11988,5331,44.46
526673,Čirč,969,466,48.09
526681,Ďurková,186,106,56.98
526690,Forbasy,349,212,60.74
526703,Hajtovka,58,35,60.34
526711,Haligovce,511,223,43.63
526720,Hniezdne,1093,490,44.83
526738,Hraničné,155,69,44.51
526746,Hromoš,390,226,57.94
526754,Chmeľnica,785,420,53.5
526762,Jakubany,2043,697,34.11
526771,Jarabina,720,324,45
526789,Kamienka,1033,483,46.75
526797,Kolačkov,839,361,43.02
526801,Kremná,79,42,53.16
526819,Kyjov,539,232,43.04
526827,Lacková,132,83,62.87
526835,Legnava,99,46,46.46
526843,Lesnica,381,188,49.34
526851,Litmanová,523,210,40.15
526860,Lomnička,1823,97,5.32
526878,Ľubotín,1007,469,46.57
526886,Malý Lipník,360,215,59.72
526894,Matysová,58,44,75.86
526908,Mníšek nad Popradom,445,225,50.56
526916,Nižné Ružbachy,474,249,52.53
526924,Nová Ľubovňa,2316,1270,54.83
526932,Obručné,35,27,77.14
526941,Orlov,522,280,53.63
526959,Plaveč,1400,724,51.71
526967,Plavnica,1251,710,56.75
526975,Podolínec,2331,1028,44.1
526983,Pusté Pole,176,108,61.36
526991,Ruská Voľa nad Popradom,73,42,57.53
527009,Starina,55,39,70.9
527017,Stráňany,151,82,54.3
527025,Sulín,249,135,54.21
527033,Šambron,290,180,62.06
527041,Šarišské Jastrabie,951,414,43.53
527050,Údol,306,204,66.66
527068,Veľká Lesná,375,226,60.26
527076,Veľký Lipník,697,374,53.65
527084,Vislanka,214,95,44.39
527092,Vyšné Ružbachy,1166,592,50.77
527106,Svidník,8120,3972,48.91
527114,Baňa,170,78,45.88
527122,Belejovce,21,12,57.14
527131,Beňadikovce,153,73,47.71
527149,Bodružal,49,29,59.18
527157,Breznica,651,337,51.76
527165,Breznička,106,55,51.88
527173,Brusnica,230,113,49.13
527181,Bukovce,418,202,48.32
527190,Bystrá,22,21,95.45
527203,Bžany,194,115,59.27
527211,Cernina,456,211,46.27
527220,Cigla,75,46,61.33
527238,Dlhoňa,69,46,66.66
527246,Dobroslava,41,28,68.29
527254,Dubová,171,86,50.29
527262,Duplín,401,214,53.36
527271,Fijaš,110,76,69.09
527289,Gribov,144,83,57.63
527297,Havaj,307,152,49.51
527301,Havranec,12,10,83.33
527319,Hrabovčík,241,165,68.46
527327,Hunkovce,249,102,40.96
527335,Chotča,504,249,49.4
527343,Jakušovce,36,23,63.88
527351,Jurkova Voľa,68,40,58.82
527360,Kapišová,370,147,39.72
527378,Kečkovce,184,51,27.71
527386,Kolbovce,141,61,43.26
527394,Korejovce,70,51,72.85
527408,Korunková,56,41,73.21
527416,Kožuchovce,48,39,81.25
527424,Krajná Bystrá,329,146,44.37
527432,Krajná Poľana,165,72,43.63
527441,Krajná Porúbka,39,28,71.79
527459,Krajné Čierno,77,45,58.44
527467,Krišľovce,36,20,55.55
527475,Krušinec,188,84,44.68
527483,Kružlová,504,128,25.39
527491,Kurimka,288,147,51.04
527505,Ladomirová,778,287,36.88
527513,Lomné,204,105,51.47
527521,Makovce,120,69,57.5
527530,Malá Poľana,85,49,57.64
527548,Matovce,94,57,60.63
527556,Medvedie,43,35,81.39
527564,Mestisko,349,203,58.16
527572,Miková,105,46,43.8
527581,Miňovce,283,168,59.36
527599,Miroľa,56,40,71.42
527602,Mlynárovce,181,96,53.03
527611,Mrázovce,67,42,62.68
527629,Nižná Jedľová,93,61,65.59
527637,Nižná Olšava,308,155,50.32
527645,Nižná Pisaná,76,52,68.42
527653,Nižný Komárnik,119,67,56.3
527661,Nižný Mirošov,210,86,40.95
527670,Nižný Orlík,260,178,68.46
527688,Nová Polianka,58,33,56.89
527696,Okrúhle,461,235,50.97
527700,Oľšavka,156,88,56.41
527718,Potôčky,61,37,60.65
527726,Potoky,78,42,53.84
527734,Príkra,17,13,76.47
527742,Pstriná,66,43,65.15
527751,Radoma,342,170,49.7
527769,Rakovčík,117,71,60.68
527777,Rovné,392,210,53.57
527785,Roztoky,286,85,29.72
527793,Kručov,179,114,63.68
527807,Soboš,125,77,61.6
527815,Soľník,32,21,65.62
527823,Staškovce,211,113,53.55
527831,Stročín,437,181,41.41
527840,Stropkov,7643,3520,46.05
527858,Svidnička,115,68,59.13
527866,Šandal,248,121,48.79
527874,Šarbov,15,13,86.66
527882,Šarišský Štiavnik,200,114,57
527891,Šemetkovce,71,44,61.97
527904,Štefurov,86,43,50
527912,Tisinec,391,221,56.52
527921,Tokajík,90,50,55.55
527939,Turany nad Ondavou,296,165,55.74
527947,Vagrinec,86,50,58.13
527955,Valkovce,175,104,59.42
527963,Vápeník,36,28,77.77
527971,Varechovce,119,61,51.26
527980,Veľkrop,177,71,40.11
527998,Vislava,169,99,58.57
528005,Vladiča,69,39,56.52
528013,Vojtovce,88,43,48.86
528021,Vyškovce,121,68,56.19
528030,Vyšná Jedľová,155,108,69.67
528048,Vyšná Olšava,462,240,51.94
528056,Vyšná Pisaná,67,54,80.59
528064,Vyšný Komárnik,66,40,60.6
528072,Vyšný Mirošov,451,170,37.69
528081,Vyšný Orlík,320,175,54.68
528099,Trebišov,17182,6844,39.83
528102,Bačka,469,137,29.21
528111,Bačkov,538,271,50.37
528129,Bara,224,90,40.17
528137,Beša,301,105,34.88
528145,Biel,1108,316,28.51
528153,Svätá Mária,467,188,40.25
528161,Boľ,583,124,21.26
528170,Borša,954,453,47.48
528188,Boťany,955,260,27.22
528200,Brehov,460,143,31.08
528218,Brezina,508,235,46.25
528226,Byšta,120,99,82.5
528234,Cejkov,959,460,47.96
528242,Čeľovce,417,179,42.92
528251,Čerhov,601,236,39.26
528269,Černochov,165,76,46.06
528277,Čičarovce,696,242,34.77
528285,Čierna,355,141,39.71
528293,Čierna nad Tisou,2750,624,22.69
528307,Čierne Pole,270,116,42.96
528315,Dargov,513,285,55.55
528323,Dobrá,396,99,25
528331,Drahňov,1040,185,17.78
528340,Dvorianky,522,304,58.23
528358,Egreš,331,117,35.34
528366,Hraň,1248,456,36.53
528374,Hrčeľ,685,159,23.21
528382,Hriadky,349,171,48.99
528391,Ižkovce,86,51,59.3
528404,Kapušianske Kľačany,664,213,32.07
528412,Kašov,233,113,48.49
528421,Kazimír,673,282,41.9
528439,Kožuchov,152,83,54.6
528447,Kráľovský Chlmec,5907,1445,24.46
528455,Kravany,263,124,47.14
528463,Krišovská Liesková,665,184,27.66
528471,Kuzmice,1359,593,43.63
528480,Kysta,335,174,51.94
528498,Ladmovce,266,119,44.73
528501,Lastovce,840,207,24.64
528510,Leles,1449,338,23.32
528528,Luhyňa,248,124,50
528536,Malé Ozorovce,430,238,55.34
528544,Malé Trakany,912,222,24.34
528552,Malý Horeš,900,327,36.33
528561,Malý Kamenec,392,157,40.05
528579,Maťovské Vojkovce,515,106,20.58
528587,Michaľany,1380,596,43.18
528609,Nižný Žipov,1080,339,31.38
528617,Novosad,815,317,38.89
528625,Nový Ruskov,533,317,59.47
528633,Oborín,570,170,29.82
528641,Plechotice,578,281,48.61
528650,Svätuše,663,181,27.3
528668,Poľany,379,109,28.75
528676,Parchovany,1494,640,42.83
528684,Pribeník,812,283,34.85
528692,Ptrukša,384,153,39.84
528706,Rad,426,172,40.37
528714,Ruská,450,113,25.11
528722,Sečovce,6301,2445,38.8
528731,Holčíkovce,370,218,58.91
528749,Jasenovce,169,98,57.98
528757,Jastrabie nad Topľou,357,154,43.13
528765,Juskova Voľa,252,182,72.22
528773,Kamenná Poruba,1033,274,26.52
528781,Kladzany,448,256,57.14
528790,Komárany,377,210,55.7
528803,Košarovce,454,251,55.28
528811,Kučín,393,116,29.51
528820,Kvakovce,392,189,48.21
528838,Majerovce,353,217,61.47
528846,Malá Domaša,454,218,48.01
528854,Matiaška,219,130,59.36
528862,Medzianky,248,151,60.88
528871,Merník,481,262,54.46
528889,Michalok,254,146,57.48
528897,Nižná Sitnica,249,138,55.42
528901,Nižný Hrabovec,1300,549,42.23
528919,Nižný Hrušov,1256,719,57.24
528927,Nižný Kručov,308,186,60.38
528935,Nová Kelča,296,175,59.12
528943,Ondavské Matiašovce,617,265,42.94
528951,Pakostov,369,211,57.18
528960,Pavlovce,619,347,56.05
528978,Petkovce,112,82,73.21
528986,Petrovce,364,217,59.61
528994,Piskorovce,100,52,52
529001,Poša,649,236,36.36
529010,Prituľany,42,33,78.57
529028,Prosačov,151,41,27.15
529036,Radvanovce,174,104,59.77
529044,Rafajovce,119,53,44.53
529052,Remeniny,235,150,63.82
529061,Rohožník,37,25,67.56
529079,Rudlov,520,240,46.15
529087,Ruská Kajňa,83,68,81.92
529095,Ruská Poruba,182,97,53.29
529109,Ruská Voľa,65,20,30.76
529117,Vyšný Kazimír,167,104,62.27
529125,Sačurov,1652,672,40.67
529133,Sečovská Polianka,2077,935,45.01
529141,Sedliská,1102,504,45.73
529150,Skrabské,562,206,36.65
529168,Slovenská Kajňa,630,308,48.88
529176,Soľ,1878,630,33.54
529184,Štefanovce,80,44,55
529192,Tovarné,853,418,49
529206,Tovarnianska Polianka,88,57,64.77
529214,Vavrinec,57,36,63.15
529222,Vechec,1979,582,29.4
529231,Vlača,183,118,64.48
529249,Vyšná Sitnica,278,172,61.87
529257,Vyšný Žipov,896,417,46.54
529265,Zámutov,2390,770,32.21
529273,Závada,60,26,43.33
529281,Zlatník,62,43,69.35
529290,Žalobín,623,229,36.75
542652,Bánovce nad Bebravou,13674,7499,54.84
542661,Belince,300,182,60.66
542695,Biskupová,195,119,61.02
542709,Blesovce,276,172,62.31
542717,Bojná,1641,918,55.94
542733,Bošany,3273,1831,55.94
542741,Brezolupy,410,252,61.46
542776,Cimenná,81,55,67.9
542792,Čermany,315,195,61.9
542806,Čierna Lehota,112,74,66.07
542822,Dežerice,849,498,58.65
542849,Dolné Naštice,472,285,60.38
542857,Dubnička,112,84,75
542873,Dvorec,398,241,60.55
542881,Hajná Nová Ves,284,152,53.52
542890,Haláčovce,268,170,63.43
542920,Horné Naštice,405,267,65.92
542938,Horné Obdokovce,1217,655,53.82
542954,Horné Štitáre,516,282,54.65
542962,Hradište,794,425,53.52
542971,Hrušovany,888,540,60.81
543004,Chynorany,2176,1240,56.98
543039,Kamanová,508,274,53.93
543047,Klátova Nová Ves,1302,810,62.21
543055,Kolačno,708,429,60.59
543063,Koniarovce,533,330,61.91
543071,Kovarce,1274,680,53.37
543080,Krásna Ves,407,249,61.17
543101,Krnča,1132,672,59.36
543110,Krtovce,256,150,58.59
543136,Kšinná,393,263,66.92
543144,Hrišovce,242,143,59.09
543152,Chrasť nad Hornádom,631,225,35.65
543161,Iliašovce,785,391,49.8
543179,Jablonov,730,312,42.73
543187,Jaklovce,1492,780,52.27
543195,Jamník,917,521,56.81
543209,Kaľava,294,141,47.95
543225,Klčov,492,253,51.42
543233,Kluknava,1226,709,57.83
543241,Kojšov,570,330,57.89
543250,Kolinovce,439,174,39.63
543268,Krompachy,6013,2493,41.46
543276,Kurimany,317,217,68.45
543284,Letanovce,1568,503,32.07
543292,Levoča,10958,4639,42.33
543306,Lieskovany,295,189,64.06
543314,Lúčka,105,63,60
543322,Margecany,1581,970,61.35
543331,Markušovce,3015,710,23.54
543349,Matejovce nad Hornádom,429,247,57.57
543357,Mlynky,441,256,58.04
543365,Mníšek nad Hnilcom,1264,381,30.14
543373,Nálepkovo,2246,514,22.88
543381,Nemešany,346,230,66.47
543390,Nižné Repaše,140,99,70.71
543403,Odorín,791,465,58.78
543411,Olcnava,799,418,52.31
543420,Oľšavica,201,145,72.13
543438,Oľšavka,151,96,63.57
543446,Ordzovany,133,73,54.88
543454,Pavľany,53,31,58.49
543462,Poľanovce,137,84,61.31
543471,Pongrácovce,103,67,65.04
543489,Poráč,807,326,40.39
543497,Prakovce,2490,984,39.51
543501,Richnava,1716,312,18.18
543519,Rudňany,2776,623,22.44
543527,Slatvina,239,161,67.36
543535,Slovinky,1423,642,45.11
543551,Smolnícka Huta,353,142,40.22
543560,Smolník,835,343,41.07
543578,Spišské Podhradie,2975,1359,45.68
543586,Spišské Tomášovce,1640,636,38.78
543594,Spišské Vlachy,2629,1301,49.48
543608,Spišský Hrhov,1295,629,48.57
543616,Spišský Hrušov,1045,525,50.23
543624,Spišský Štvrtok,2007,721,35.92
543632,Stará Voda,165,87,52.72
543641,Studenec,421,221,52.49
543659,Švedlár,1565,378,24.15
543667,Teplička,880,414,47.04
543675,Torysky,291,168,57.73
543683,Úhorná,119,70,58.82
543691,Uloža,190,112,58.94
543705,Veľký Folkmar,750,434,57.86
543713,Vítkovce,449,120,26.72
543721,Vojkovce,330,200,60.6
543730,Sirník,460,154,33.47
543748,Slivník,618,312,50.48
543756,Slovenské Nové Mesto,853,274,32.12
543764,Soľnička,194,59,30.41
543772,Somotor,1142,345,30.21
543781,Stankovce,115,56,48.69
543799,Strážne,470,191,40.63
543802,Streda nad Bodrogom,1903,529,27.79
543811,Svinice,175,59,33.71
543829,Trnávka,144,76,52.77
543845,Veľaty,659,278,42.18
543853,Veľké Kapušany,6971,1891,27.12
543861,Veľké Ozorovce,582,255,43.81
543870,Veľké Raškovce,268,82,30.59
543888,Veľké Slemence,439,114,25.96
543896,Veľké Trakany,1196,271,22.65
543900,Veľký Horeš,833,170,20.4
543918,Veľký Kamenec,619,157,25.36
543926,Viničky,368,136,36.95
543934,Višňov,196,83,42.34
543942,Vojany,668,139,20.8
543951,Vojčice,1627,566,34.78
543969,Vojka,408,77,18.87
543977,Zatín,593,139,23.44
543985,Zbehňov,286,111,38.81
543993,Zemplín,86,86,100
544001,Zemplínska Nová Ves,729,320,43.89
544019,Zemplínska Teplica,1263,504,39.9
544027,Zemplínske Hradište,918,378,41.17
544035,Zemplínske Jastrabie,489,191,39.05
544043,Zemplínsky Branč,394,126,31.97
544051,Vranov nad Topľou,16578,7810,47.11
544060,Babie,198,103,52.02
544078,Banské,1334,468,35.08
544086,Benkovce,430,201,46.74
544094,Bystré,2144,1008,47.01
544108,Cabov,302,192,63.57
544116,Čaklov,1957,764,39.03
544124,Čičava,875,215,24.57
544132,Čierne nad Topľou,579,352,60.79
544141,Ďapalovce,335,220,65.67
544159,Davidov,620,331,53.38
544167,Detrík,44,22,50
544175,Dlhé Klčovo,1077,520,48.28
544183,Ďurďoš,197,67,34.01
544191,Giglovce,127,70,55.11
544205,Girovce,49,36,73.46
544213,Hanušovce nad Topľou,2754,1157,42.01
544221,Hermanovce nad Topľou,562,317,56.4
544230,Hlinné,1345,409,30.4
545333,Dunajská Lužná,5806,3721,64.08
545350,Hontianske Trsťany,266,165,62.03
545589,Cabaj - Čápor,3392,1842,54.3
545635,Horné Lefantovce,713,421,59.04
545651,Veľké Držkovce,530,339,63.96
545686,Melčice - Lieskové,1317,809,61.42
545741,Trenčianske Stankovce,2711,1670,61.6
545961,Turčianske Jaseno,368,215,58.42
546640,Dolný Lieskov,666,332,49.84
546682,Skalka nad Váhom,981,584,59.53
547522,Bitarová,686,407,59.32
547557,Brezany,515,329,63.88
547590,Hričovské Podhradie,291,176,60.48
547611,Ovčiarsko,561,353,62.92
547620,Paština Závada,212,129,60.84
555487,Igram,456,287,62.93
555495,Kaplna,718,437,60.86
555509,Zálesie,1799,1211,67.31
555517,Bellova Ves,284,160,56.33
555541,Dunajský Klátov,677,183,27.03
555568,Horné Mýto,778,173,22.23
555576,Trhová Hradská,1817,476,26.19
555606,Macov,414,242,58.45
555649,Mad,485,183,37.73
555665,Malé Dvorníky,970,347,35.77
555673,Veľké Dvorníky,1097,291,26.52
555720,Povoda,783,227,28.99
555746,Vieska,354,161,45.48
555754,Matúškovo,1833,1005,54.82
555789,Dolná Streda,1412,789,55.87
555819,Bodzianske Lúky,154,50,32.46
555827,Virt,276,99,35.86
555843,Čata,855,287,33.56
555851,Malý Lapáš,1056,659,62.4
555860,Veľký Lapáš,1583,949,59.94
555878,Horná Kráľová,1534,780,50.84
555886,Čechynce,1031,623,60.42
555908,Malý Cetín,398,246,61.8
555916,Červený Hrádok,370,218,58.91
555924,Malé Vozokany,276,152,55.07
555932,Veľké Vozokany,343,237,69.09
555959,Hosťová,347,185,53.31
555967,Telince,307,136,44.29
555991,Svätoplukovo,1137,648,56.99
556025,Vlkas,259,167,64.47
556033,Pavlová,184,86,46.73
556050,Úľany nad Žitavou,1268,746,58.83
556092,Nána,1002,372,37.12
556114,Sekule,1466,822,56.07
556122,Rohov,319,155,48.58
556131,Rybky,350,225,64.28
556149,Krušovce,1441,758,52.6
556157,Jacovce,1511,850,56.25
556165,Chrabrany,737,449,60.92
556173,Livina,101,56,55.44
556190,Livinské Opatovce,220,143,65
556211,Orešany,277,143,51.62
556220,Ardanovce,185,104,56.21
556238,Svrbice,168,104,61.9
556246,Krásno,433,287,66.28
556262,Dvorany nad Nitrou,662,383,57.85
556271,Turčianky,120,84,70
556289,Otrhánky,317,213,67.19
556297,Čeľadince,420,251,59.76
556327,Solčianky,243,136,55.96
556351,Horné Chlebany,292,182,62.32
556360,Libichava,125,79,63.2
556408,Chudá Lehota,185,121,65.4
556416,Ješkova Ves,414,240,57.97
556424,Haluzice,88,71,80.68
556441,Zemianske Podhradie,619,334,53.95
556459,Nová Ves nad Váhom,450,277,61.55
556475,Zamarovce,913,631,69.11
556483,Križovany nad Dudváhom,1446,879,60.78
556491,Opoj,1005,631,62.78
556513,Vlčkovce,1103,676,61.28
556521,Dolné Zelenice,494,305,61.74
556530,Horné Zelenice,564,312,55.31
556548,Šterusy,381,232,60.89
556556,Pavlice,445,281,63.14
556564,Slovenská Nová Ves,427,259,60.65
556572,Veľké Orvište,853,475,55.68
556581,Hubina,448,253,56.47
556599,Dlhá,359,204,56.82
556602,Horné Trhovište,496,311,62.7
556611,Tekolďany,105,65,61.9
556645,Tepličky,268,148,55.22
556653,Radošovce,308,182,59.09
556661,Dolné Lovčice,651,419,64.36
556670,Šelpice,731,434,59.37
556688,Lošonec,513,286,55.75
556696,Nitrianske Hrnčiarovce,1936,1097,56.66
556742,Pochabany,219,124,56.62
556777,Jesenské,32,17,53.12
556785,Malé Chyndice,311,189,60.77
556793,Borčany,216,113,52.31
556807,Ižipovce,91,64,70.32
556823,Medzany,770,418,54.28
557251,Bystrá,333,287,86.18
557269,Turecká,140,92,65.71
557277,Kynceľová,326,202,61.96
557285,Nemce,957,586,61.23
557293,Vlkanová,1059,542,51.18
557307,Vidiná,1414,800,56.57
557315,Biskupice,904,254,28.09
557323,Ďubákovo,80,53,66.25
557331,Gregorova Vieska,119,61,51.26
557340,Trenč,357,58,16.24
557358,Vrútky,6051,3386,55.95
557391,Borčice,557,345,61.93
557404,Kameničany,442,303,68.55
557412,Sedmerovec,354,199,56.21
557421,Slavnica,737,401,54.4
557439,Dolné Kočkovce,984,629,63.92
557447,Nimnica,639,399,62.44
557471,Streženice,839,524,62.45
557480,Slopná,393,239,60.81
557498,Vydrná,240,147,61.25
557501,Kvašov,523,300,57.36
557510,Hatné,499,294,58.91
557552,Klieština,268,160,59.7
557561,Čelkova Lehota,139,109,78.41
557579,Malé Lednice,397,251,63.22
557595,Sádočné,141,96,68.08
557609,Ďurďové,142,101,71.12
557617,Krivoklát,194,98,50.51
557625,Vršatské Podhradie,192,111,57.81
557633,Bodiná,386,240,62.17
557692,Horná Breznica,385,197,51.16
557706,Lipník,464,283,60.99
557714,Jalovec,494,298,60.32
557757,Abovce,503,119,23.65
557765,Riečka,177,40,22.59
557790,Nižný Skálnik,157,81,51.59
557811,Rimavské Zalužany,268,159,59.32
557820,Sása,133,34,25.56
557854,Rakytník,214,73,34.11
557889,Gemerské Michalovce,73,29,39.72
557901,Vyšné Valice,204,71,34.8
557919,Dulovo,165,43,26.06
557927,Zacharovce,304,113,37.17
557935,Lietavská Lúčka,1542,926,60.05
557960,Porúbka,426,263,61.73
557986,Ďurčiná,865,536,61.96
557994,Kľače,330,210,63.63
558087,Lukavica,210,160,76.19
558133,Lieskovec,1109,669,60.32
558168,Nezbudská Lúčka,335,206,61.49
558192,Malý Krtíš,392,208,53.06
558206,Malé Straciny,117,50,42.73
558214,Veľké Straciny,135,66,48.88
558222,Počarová,131,99,75.57
558273,Bulhary,239,41,17.15
558281,Liptovská Porúbka,1000,365,36.5
558320,Ivanka pri Nitre,2470,1365,55.26
558338,Ducové,372,216,58.06
558354,Bašovce,277,182,65.7
558397,Šípkové,262,160,61.06
559547,Jasenov,988,599,60.62
559598,Hažín nad Cirochou,557,276,49.55
559610,Rokytovce,139,70,50.35
559636,Sopkovce,93,52,55.91
559644,Gruzovce,105,72,68.57
559652,Maškovce,51,30,58.82
559687,Kechnec,884,331,37.44
559784,Turňa nad Bodvou,2793,783,28.03
559831,Bočiar,188,97,51.59
559865,Sokoľany,970,373,38.45
559873,Dvorníky - Včeláre,427,202,47.3
559881,Zádiel,134,47,35.07
559890,Štôla,439,262,59.68
559938,Malá Franková,151,92,60.92
559971,Lipníky,475,230,48.42
559989,Suchá Dolina,168,89,52.97
560022,Brzotín,1042,283,27.15
560031,Čučma,494,193,39.06
560049,Jovice,602,210,34.88
560065,Kružná,387,140,36.17
560073,Vyšný Hrabovec,158,72,45.56
560103,Vysoké Tatry,3936,2553,64.86
560154,Smižany,6919,2950,42.63
580236,Hronsek,544,351,64.52
580244,Malachov,940,651,69.25
580252,Milhosť,314,97,30.89
580287,Liptovský Peter,1049,605,57.67
580309,Mikušovce,239,93,38.91
580317,Utekáč,694,382,55.04
580368,Tatranská Javorina,186,124,66.66
580384,Mokrá Lúka,446,255,57.17
580449,Brodzany,742,463,62.39
580457,Tovarníky,1265,785,62.05
580473,Biely Kostol,1976,1156,58.5
580520,Korytárky,786,461,58.65
580546,Orovnica,441,225,51.02
580554,Čenkovce,921,440,47.77
580597,Kyselica,213,116,54.46
580601,Dukovce,234,139,59.4
580791,Radoľa,1254,741,59.09
580813,Bziny,449,258,57.46
580856,Horný Lieskov,369,210,56.91
580864,Podskalie,124,82,66.12
580899,Lužianky,2667,1381,51.78
580911,Holiare,373,134,35.92
580937,Bohunice,126,88,69.84
580953,Malé Uherce,688,397,57.7
581020,Hrnčiarovce nad Parnou,2085,1407,67.48
581097,Ľudovítová,204,116,56.86
581135,Malé Kozmálovce,329,152,46.2
581160,Veľké Kozmálovce,604,389,64.4
581241,Malý Slavkov,907,357,39.36
581305,Nemčice,817,485,59.36
581348,Petrova Lehota,155,83,53.54
581399,Banka,1830,1017,55.57
581488,Zvončín,814,535,65.72
581585,Veľká Lúka,648,416,64.19
581607,Brehy,856,467,54.55
581623,Babindol,585,308,52.64
581640,Korytné,80,58,72.5
581658,Práznovce,783,406,51.85
581674,Hencovce,1047,528,50.42
581691,Štefanovičová,280,169,60.35
581704,Kuzmice,592,352,59.45
581712,Šuja,262,154,58.77
581747,Horná Ves,511,290,56.75
581895,Hrkovce,244,85,34.83
581984,Hlboké nad Váhom,782,466,59.59
582000,Bratislava,388401,240350,61.8819210043228
582051,Zlatno,366,141,38.52
582093,Vyšný Medzev,442,221,50
582140,Lackovce,686,392,57.14
582301,Bohunice,611,360,58.91
582361,Obid,947,267,28.19
582387,Čab,623,375,60.19
582425,Dolné Lefantovce,582,339,58.24
582514,Kostoľany nad Hornádom,1008,587,58.23
582522,Potônske Lúky,250,106,42.4
582549,Nový Svet,97,62,63.91
582638,Malá Mača,481,256,53.22
582697,Bádice,325,173,53.23
582719,Štitáre,927,582,62.78
582816,Žitavany,1528,869,56.87
599310,Chorváty,89,56,62.92
599328,Ladomerská Vieska,637,355,55.72
599336,Lutila,1106,730,66
599981,Košice,185347,93772,50.5926721230988
